DATE,DAY,SEASON,TEST SITE,HABITAT,SAMPLE TYPE,CLASS,ORDER,SUBORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,SUBTRIBE,GENUS ,SPECIES,STAGE COLL.,# COLLECTED,# FEMALE,# MALE,# UNKNOWN,NOTES,,Total
3-Aug-15,4,Summer,Urban East 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
3-Aug-15,4,Summer,Urban East 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
3-Aug-15,4,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,82,51,30,1,,,
3-Aug-15,4,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,5,5,0,0,,,
3-Aug-15,4,Summer,Park Mid 5,,Wasp,,,,,,,,,Phormia,regina,Adult,27,26,1,0,,,
3-Aug-15,4,Summer,Park Mid 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
3-Aug-15,4,Summer,Park Mid 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
3-Aug-15,4,Summer,Park Mid 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
3-Aug-15,4,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,226,151,75,0,,,
3-Aug-15,4,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,13,10,3,0,,,
3-Aug-15,4,Summer,Urban West 5,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
3-Aug-15,4,Summer,Urban West 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,1,1,0,0,,,
3-Aug-15,4,Summer,Urban West 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
3-Aug-15,4,Summer,Urban West 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,245,211,34,0,,,
4-Aug-15,5,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,1,1,0,0,,,
4-Aug-15,5,Summer,Urban East 1,,Wasp,,,,,,,,,Phormia,regina,Adult,15,14,1,0,,,
4-Aug-15,5,Summer,Urban East 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban East 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban East 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,6,6,0,0,,,
4-Aug-15,5,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,1,1,0,0,,,
4-Aug-15,5,Summer,Park Mid 1,,Wasp,,,,,,,,,Phormia,regina,Adult,1,1,0,0,,,
4-Aug-15,5,Summer,Park Mid 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,5,3,2,0,,,
4-Aug-15,5,Summer,Park Mid 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Park Mid 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,71,60,7,4,,,
4-Aug-15,5,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban West 1,,Wasp,,,,,,,,,Phormia,regina,Adult,8,4,3,1,,,
4-Aug-15,5,Summer,Urban West 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,2,0,2,0,,,
4-Aug-15,5,Summer,Urban West 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban West 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,10,10,0,0,,,
4-Aug-15,5,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban East 3,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban East 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban East 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban East 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,6,5,1,0,,,
4-Aug-15,5,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Park Mid 3,,Wasp,,,,,,,,,Phormia,regina,Adult,4,3,1,0,,,
4-Aug-15,5,Summer,Park Mid 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Park Mid 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Park Mid 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,224,164,60,0,,,
4-Aug-15,5,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban West 3,,Wasp,,,,,,,,,Phormia,regina,Adult,8,5,2,1,,,
4-Aug-15,5,Summer,Urban West 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,5,1,4,0,,,
4-Aug-15,5,Summer,Urban West 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,1,1,0,0,,,
4-Aug-15,5,Summer,Urban West 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,112,55,57,0,,,
4-Aug-15,5,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban East 5,,Wasp,,,,,,,,,Phormia,regina,Adult,4,4,0,0,,,
4-Aug-15,5,Summer,Urban East 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,11,5,6,0,,,
4-Aug-15,5,Summer,Urban East 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban East 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Park Mid 5,,Wasp,,,,,,,,,Phormia,regina,Adult,1,1,0,0,,,
4-Aug-15,5,Summer,Park Mid 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Park Mid 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Park Mid 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,215,156,59,0,,,
4-Aug-15,5,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,9,6,3,0,,,
4-Aug-15,5,Summer,Urban West 5,,Wasp,,,,,,,,,Phormia,regina,Adult,2,2,0,0,,,
4-Aug-15,5,Summer,Urban West 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,7,3,4,0,,,
4-Aug-15,5,Summer,Urban West 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
4-Aug-15,5,Summer,Urban West 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,265,36,229,0,,,
5-Aug-15,6,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban East 1,,Wasp,,,,,,,,,Phormia,regina,Adult,10,0,10,0,,,
5-Aug-15,6,Summer,Urban East 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,1,1,0,0,,,
5-Aug-15,6,Summer,Urban East 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban East 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,1,0,1,0,,,
5-Aug-15,6,Summer,Park Mid 1,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,4,4,0,0,,,
5-Aug-15,6,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban West 1,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban West 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban West 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban West 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,36,29,7,0,,,
5-Aug-15,6,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban East 3,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban East 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,1,1,0,0,,,
5-Aug-15,6,Summer,Urban East 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban East 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,29,8,21,0,,,
5-Aug-15,6,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,7,6,1,0,,,
5-Aug-15,6,Summer,Park Mid 3,,Wasp,,,,,,,,,Phormia,regina,Adult,6,5,1,0,,,
5-Aug-15,6,Summer,Park Mid 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,2,1,1,0,,,
5-Aug-15,6,Summer,Park Mid 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,98,75,23,0,,,
5-Aug-15,6,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban West 3,,Wasp,,,,,,,,,Phormia,regina,Adult,1,1,0,0,,,
5-Aug-15,6,Summer,Urban West 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,1,0,1,0,,,
5-Aug-15,6,Summer,Urban West 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban West 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,106,67,39,0,,,
5-Aug-15,6,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban East 5,,Wasp,,,,,,,,,Phormia,regina,Adult,9,9,0,0,,,
5-Aug-15,6,Summer,Urban East 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,7,3,4,0,,,
5-Aug-15,6,Summer,Urban East 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban East 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 5,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Park Mid 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,42,37,5,0,,,
5-Aug-15,6,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,2,2,0,0,,,
5-Aug-15,6,Summer,Urban West 5,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban West 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,1,1,0,0,,,
5-Aug-15,6,Summer,Urban West 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
5-Aug-15,6,Summer,Urban West 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,74,71,3,0,,,
6-Aug-15,7,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 1,,Wasp,,,,,,,,,Phormia,regina,Adult,1,1,0,0,,,
6-Aug-15,7,Summer,Urban East 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,2,1,1,0,,,
6-Aug-15,7,Summer,Urban East 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,230,113,117,0,,,
6-Aug-15,7,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,35,35,0,0,,,
6-Aug-15,7,Summer,Park Mid 1,,Wasp,,,,,,,,,Phormia,regina,Adult,120,116,4,0,,,
6-Aug-15,7,Summer,Park Mid 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,19,10,9,0,,,
6-Aug-15,7,Summer,Park Mid 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Park Mid 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,11,11,0,0,,,
6-Aug-15,7,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban West 1,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban West 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,2,0,2,0,,,
6-Aug-15,7,Summer,Urban West 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban West 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,24,21,3,0,,,
6-Aug-15,7,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 3,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,3,2,1,0,,,
6-Aug-15,7,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Park Mid 3,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Park Mid 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Park Mid 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Park Mid 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,195,137,57,1,,,
6-Aug-15,7,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban West 3,,Wasp,,,,,,,,,Phormia,regina,Adult,3,3,0,0,,,
6-Aug-15,7,Summer,Urban West 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,10,2,8,0,,,
6-Aug-15,7,Summer,Urban West 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,1,1,0,0,,,
6-Aug-15,7,Summer,Urban West 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,36,28,8,0,,,
6-Aug-15,7,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 5,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,3,2,1,0,,,
6-Aug-15,7,Summer,Urban East 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban East 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,200,120,80,0,,,
6-Aug-15,7,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,10,8,2,0,,,
6-Aug-15,7,Summer,Park Mid 5,,Wasp,,,,,,,,,Phormia,regina,Adult,127,110,17,0,,,
6-Aug-15,7,Summer,Park Mid 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,13,6,7,0,,,
6-Aug-15,7,Summer,Park Mid 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,2,0,2,0,,,
6-Aug-15,7,Summer,Park Mid 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,358,271,87,0,,,
6-Aug-15,7,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,11,9,2,0,,,
6-Aug-15,7,Summer,Urban West 5,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban West 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,8,7,1,0,,,
6-Aug-15,7,Summer,Urban West 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
6-Aug-15,7,Summer,Urban West 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,227,195,32,0,,,
7-Aug-15,8,Summer,Urban East 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban East 1,,Wasp,,,,,,,,,Phormia,regina,Adult,11,10,1,0,,,
7-Aug-15,8,Summer,Urban East 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,3,2,1,0,,,
7-Aug-15,8,Summer,Urban East 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,1,0,1,0,,,
7-Aug-15,8,Summer,Urban East 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,133,127,6,0,,,
7-Aug-15,8,Summer,Park Mid 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,66,50,16,0,,,
7-Aug-15,8,Summer,Park Mid 1,,Wasp,,,,,,,,,Phormia,regina,Adult,91,77,14,0,,,
7-Aug-15,8,Summer,Park Mid 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,12,4,8,0,,,
7-Aug-15,8,Summer,Park Mid 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Park Mid 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,sericata,Adult,12,11,1,0,,,
7-Aug-15,8,Summer,Urban West 1,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 1,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 1,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 1,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 1,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,26,21,5,0,,,
7-Aug-15,8,Summer,Urban East 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban East 3,,Wasp,,,,,,,,,Phormia,regina,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban East 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,1,0,1,0,,,
7-Aug-15,8,Summer,Urban East 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban East 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,21,17,4,0,,,
7-Aug-15,8,Summer,Park Mid 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,3,3,0,0,,,
7-Aug-15,8,Summer,Park Mid 3,,Wasp,,,,,,,,,Phormia,regina,Adult,54,41,12,1,,,
7-Aug-15,8,Summer,Park Mid 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Park Mid 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Park Mid 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,sericata,Adult,85,68,7,10,,,
7-Aug-15,8,Summer,Urban West 3,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,1,0,1,0,,,
7-Aug-15,8,Summer,Urban West 3,,Wasp,,,,,,,,,Phormia,regina,Adult,2,2,0,0,,,
7-Aug-15,8,Summer,Urban West 3,,Wasp,,,,,,,,,Calliphora,vicina,Adult,6,3,2,1,,,
7-Aug-15,8,Summer,Urban West 3,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 3,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,138,117,21,0,,,
7-Aug-15,8,Summer,Urban East 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban East 5,,Wasp,,,,,,,,,Phormia,regina,Adult,1,1,0,0,,,
7-Aug-15,8,Summer,Urban East 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,7,7,0,0,,,
7-Aug-15,8,Summer,Urban East 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban East 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,43,25,18,0,,,
7-Aug-15,8,Summer,Park Mid 5,,Wasp,,,,,,,,,Lucilia,coeruliviridis,Adult,4,4,0,0,,,
7-Aug-15,8,Summer,Park Mid 5,,Wasp,,,,,,,,,Phormia,regina,Adult,24,17,7,0,,,
7-Aug-15,8,Summer,Park Mid 5,,Wasp,,,,,,,,,Calliphora,vicina,Adult,8,4,4,0,,,
7-Aug-15,8,Summer,Park Mid 5,,Wasp,,,,,,,,,Protophormia ,terranovae,Adult,1,1,0,0,,,
7-Aug-15,8,Summer,Park Mid 5,,Wasp,,,,,,,,,Cochliomyia,macellaria,Adult,0,0,0,0,,,
7-Aug-15,8,Summer,Urban West 5,,Wasp,,,,,,,,,Lucilia,sericata,Adult,2,2,0,0,,,
